Country or Territory,ISO 3 code,"Cancer deaths attributable to alcohol
Proportion (%) of cancer deaths caused by alcohol drinking in men ages 15 years or older, 2016","Smoking prevalence male
Prevalence (%) of daily smoking for men","Smoking prevalence female
Prevalence (%) of daily smoking for women","Cancers attributable to infections
Proportion of cancers attributable to infections (%), by country","Obesity prevalence male
International variation in the prevalence of obesity, 2016","Obesity prevalence female
International variation in the prevalence of obesity, 2016","Melanoma skin cancer incidence
Age-standardized rate (world) per 100,000, both sexes, 2018","Breastfeeding at 12 months
Percent (%) of children who receive any breast milk at 12 months of age","Average births per woman 2010-2015","Outdoor air pollution
Average annual population-weighted concentrations of PM2.5 (particulate matter of 2.5 μm diameter or less), measured in μg/m3, 2017","Indoor air pollution
Proportion (%) of population using solid fuels in 2017","Cancer rank as leading cause of death among 30-69
2016","Lung cancer incidence rates, male
Age-standardized rate (world) per 100,000, all ages, 2018","Lung cancer incidence rates, female
Age-standardized rate (world) per 100,000, all ages, 2018","Breast most frequently diagnosed cancer in women
Countries where breast cancer is the most frequently diagnosed cancer in women, 2018","Human Development Index (HDI) levels
2017","Cancer rank as leading cause of death among <70
2016","Indigenous peoples
As percent of total population","Most common cancer cases worldwide, females
2018","Most common cancer deaths worldwide, females
2018","Most common cancer cases worldwide, males
2018","Most common cancer deaths worldwide, males
2018","High-quality survival data
Availability of high-quality cancer data for survival statistics, 2008–2014","Cancer survivors
Estimated number of cancer survivors diagnosed within the past five years per 100,000 population, both sexes, 2018","Years lived with disability due to cancer
Both sexes, all ages, 2017","Cervical cancer screening, visual inspection with acetic acid
As of June 2017","Parties to the Framework Convention on Tobacco Control
As of mid-2019","Tobacco packaging restrictions
Use of graphic warning labels and plain packaging","Hepatitis B virus vaccination
Hepatitis B vaccination coverage (% of one-year-olds who have received three doses of hepatitis B vaccine), 2017","Human papillomavirus vaccination
Countries that have introduced the HPV vaccine by June 2019 (including partial introduction)","Cervical cancer screening, HPV DNA testing
2017","Radiotherapy availability
Number of radiotherapy machines per 1,000 cancer patients","Untreated deaths in pain
2016","Population-based cancer registries
Availability of population-based cancer registry (PBCR) data, 2019","Mortality registration quality
Quality of mortality registration worldwide, 2007–2016","Cost of smoking-attributable diseases (US$ billions)
Economic cost of smoking-attributable diseases annually (healthcare spending and productivity losses)*","Cervical cancer incidence rates
Age-standardized rate (world) per 100,000, 2018","HIV prevalence (%)
Both sexes, 2017","UICC organizations
A global network of cancer organizations","Global Relay For Life
2017",State,Total.Rate,Total.Number,Total.Population,Rates.Age.< 18,Rates.Age.18-45,Rates.Age.45-64,Rates.Age.> 64,Rates.Age and Sex.Female.< 18,Rates.Age and Sex.Male.< 18,Rates.Age and Sex.Female.18 - 45,Rates.Age and Sex.Male.18 - 45,Rates.Age and Sex.Female.45 - 64,Rates.Age and Sex.Male.45 - 64,Rates.Age and Sex.Female.> 64,Rates.Age and Sex.Male.> 64,Rates.Race.White,Rates.Race.White non-Hispanic,Rates.Race.Black,Rates.Race.Asian,Rates.Race.Indigenous,Rates.Race and Sex.Female.White,Rates.Race and Sex.Female.White non-Hispanic,Rates.Race and Sex.Female.Black,Rates.Race and Sex.Female.Black non-Hispanic,Rates.Race and Sex.Female.Asian,Rates.Race and Sex.Female.Indigenous,Rates.Race and Sex.Male.White,Rates.Race and Sex.Male.White non-Hispanic,Rates.Race and Sex.Male.Black,Rates.Race and Sex.Male.Black non-Hispanic,Rates.Race and Sex.Male.Asian,Rates.Race and Sex.Male.Indigenous,Rates.Race.Hispanic,Rates.Race and Sex.Female.Hispanic,Rates.Race and Sex.Male.Hispanic,Types.Breast.Total,Types.Breast.Age.18 - 44,Types.Breast.Age.45 - 64,Types.Breast.Age.> 64,Types.Breast.Race.White,Types.Breast.Race.White non-Hispanic ,Types.Breast.Race.Black,Types.Breast.Race.Black non-Hispanic,Types.Breast.Race.Asian,Types.Breast.Race.Indigenous,Types.Breast.Race.Hispanic,Types.Colorectal.Total,Types.Colorectal.Age and Sex.Female.18 - 44,Types.Colorectal.Age and Sex.Male.18 - 44,Types.Colorectal.Age and Sex.Female.45 - 64,Types.Colorectal.Age and Sex.Male.45 - 64,Types.Colorectal.Age and Sex.Female.> 64,Types.Colorectal.Age and Sex.Male.> 64,Types.Colorectal.Race.White,Types.Colorectal.Race.White non-Hispanic,Types.Colorectal.Race.Black,Types.Colorectal.Race.Black non-Hispanic,Types.Colorectal.Race.Asian,Types.Colorectal.Race.Indigenous,Types.Colorectal.Race.Hispanic,Types.Lung.Total,Types.Lung.Age and Sex.Female.18 - 44,Types.Lung.Age and Sex.Male.18 - 44,Types.Lung.Age and Sex.Female.45 - 64,Types.Lung.Age and Sex.Male.45 - 64,Types.Lung.Age and Sex.Female.> 64,Types.Lung.Age and Sex.Male.> 64,Types.Lung.Race.White,Types.Lung.Race.White non-Hispanic,Types.Lung.Race.Black,Types.Lung.Race.Black non-Hispanic,Types.Lung.Race.Asian,Types.Lung.Race.Indigenous,Types.Lung.Race.Hispanic,Country or Territory2,ISO 3 code3,"Cancer deaths attributable to alcohol
Proportion (%) of cancer deaths caused by alcohol drinking in men ages 15 years or older, 20164","Smoking prevalence male
Prevalence (%) of daily smoking for men5","Smoking prevalence female
Prevalence (%) of daily smoking for women6","Cancers attributable to infections
Proportion of cancers attributable to infections (%), by country7","Obesity prevalence male
International variation in the prevalence of obesity, 20168","Obesity prevalence female
International variation in the prevalence of obesity, 20169","Melanoma skin cancer incidence
Age-standardized rate (world) per 100,000, both sexes, 201810","Breastfeeding at 12 months
Percent (%) of children who receive any breast milk at 12 months of age11","Average births per woman
2010-201512","Outdoor air pollution
Average annual population-weighted concentrations of PM2.5 (particulate matter of 2.5 μm diameter or less), measured in μg/m3, 201713","Indoor air pollution
Proportion (%) of population using solid fuels in 201714","Cancer rank as leading cause of death among 30-69
201615","Lung cancer incidence rates, male
Age-standardized rate (world) per 100,000, all ages, 201816","Lung cancer incidence rates, female
Age-standardized rate (world) per 100,000, all ages, 201817","Breast most frequently diagnosed cancer in women
Countries where breast cancer is the most frequently diagnosed cancer in women, 201818","Human Development Index (HDI) levels
201719","Cancer rank as leading cause of death among <70
201620","Indigenous peoples
As percent of total population21","Most common cancer cases worldwide, females
201822","Most common cancer deaths worldwide, females
201823","Most common cancer cases worldwide, males
201824","Most common cancer deaths worldwide, males
201825","High-quality survival data
Availability of high-quality cancer data for survival statistics, 2008–201426","Cancer survivors
Estimated number of cancer survivors diagnosed within the past five years per 100,000 population, both sexes, 201827","Years lived with disability due to cancer
Both sexes, all ages, 201728","Cervical cancer screening, visual inspection with acetic acid
As of June 201729","Parties to the Framework Convention on Tobacco Control
As of mid-201930","Tobacco packaging restrictions
Use of graphic warning labels and plain packaging31","Hepatitis B virus vaccination
Hepatitis B vaccination coverage (% of one-year-olds who have received three doses of hepatitis B vaccine), 201732","Human papillomavirus vaccination
Countries that have introduced the HPV vaccine by June 2019 (including partial introduction)33","Cervical cancer screening, HPV DNA testing
201734","Radiotherapy availability
Number of radiotherapy machines per 1,000 cancer patients35","Untreated deaths in pain
201636","Population-based cancer registries
Availability of population-based cancer registry (PBCR) data, 201937","Mortality registration quality
Quality of mortality registration worldwide, 2007–201638","Cost of smoking-attributable diseases (US$ billions)
Economic cost of smoking-attributable diseases annually (healthcare spending and productivity losses)*39","Cervical cancer incidence rates
Age-standardized rate (world) per 100,000, 201840","HIV prevalence (%)
Both sexes, 201741","UICC organizations
A global network of cancer organizations42","Global Relay For Life
201743"
Burkina Faso,BFA,7.4,30.5,3.5,33.1,2.6,8.1,0.87,97.2,5.6,43,95,3rd-4th,4.6,1.5,Other,Low,5th-10th,No data,Cervix uteri,Cervix uteri,Liver,Liver,No data,158.1,5852.6,Pilot,FCTC party,Graphic warning labels,91,Not introduced,None,0,8691,PBCR,No coverage,Data not featured,45.1,0.8,4,Non-participant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Burkina Faso,BFA,7.4,30.5,3.5,33.1,2.6,8.1,0.87,97.2,5.6,43,95,3rd-4th,4.6,1.5,Other,Low,5th-10th,No data,Cervix uteri,Cervix uteri,Liver,Liver,No data,158.1,5852.6,Pilot,FCTC party,Graphic warning labels,91,Not introduced,None,0,8691,PBCR,No coverage,Data not featured,45.1,0.8,4,Non-participant
Burundi,BDI,8.6,9.7,0.9,33.8,2.1,8.6,1.3,96.4,6,39,99,3rd-4th,2.6,1.1,Other,Low,5th-10th,No data,Cervix uteri,Cervix uteri,Prostate,Prostate,No data,194.8,2479.2,No program,FCTC party,No graphic warning labels,91,Not introduced,None,0,6228.1,No information,No coverage,Data not featured,57.4,1.1,1,Non-participant,Missouri,211.2,88348,41838390,2.3,16.3,221,1030.8,2.2,2.4,18.6,14.1,194.2,249.3,875.8,1235.8,182.5,183.9,220.9,97.6,82.9,155.4,156.5,187.9,188.9,85.6,78.7,220.3,221.9,275.6,277.2,114.4,89.8,82.6,70,98.4,28.9,4.6,37.6,108.9,22.5,22.7,32.6,32.9,10.9,0,9.3,19.4,1.6,1.9,14.5,23.8,87,109,16.6,16.7,22.7,22.8,13.6,0,9,65.5,1.9,1.8,56.3,83.1,257.3,419.5,57.1,57.6,60.2,60.5,21,27.7,18.5,Burundi,BDI,8.6,9.7,0.9,33.8,2.1,8.6,1.3,96.4,6,39,99,3rd-4th,2.6,1.1,Other,Low,5th-10th,No data,Cervix uteri,Cervix uteri,Prostate,Prostate,No data,194.8,2479.2,No program,FCTC party,No graphic warning labels,91,Not introduced,None,0,6228.1,No information,No coverage,Data not featured,57.4,1.1,1,Non-participant
Cabo Verde,CPV,7.4,17.6,2.6,37.8,6.9,16.3,1.4,83.1,2.5,35,39,2nd,16.3,6.9,Other,Medium,2nd,No data,Cervix uteri,Cervix uteri,Prostate,Prostate,No data,254.2,264.4,No program,FCTC party,No graphic warning labels,97,Not introduced,None,0,312.5,Registration activity,Low,Data not featured,20.5,0.6,0,Non-participant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cabo Verde,CPV,7.4,17.6,2.6,37.8,6.9,16.3,1.4,83.1,2.5,35,39,2nd,16.3,6.9,Other,Medium,2nd,No data,Cervix uteri,Cervix uteri,Prostate,Prostate,No data,254.2,264.4,No program,FCTC party,No graphic warning labels,97,Not introduced,None,0,312.5,Registration activity,Low,Data not featured,20.5,0.6,0,Non-participant
Cambodia,KHM,5.4,32.1,2.4,26.7,2.7,4.8,0.39,89.7,2.7,26,91,2nd,21.6,8.7,Breast,Medium,2nd,No data,Breast,Liver,Liver,Liver,No data,198.9,6606.1,National,FCTC party,Graphic warning labels,93,Not introduced,None,0.13,9958.8,Registration activity,No coverage,Data not featured,13.5,0.5,1,Non-participant,Nebraska,187.5,23977,12785524,2.7,13.1,179.8,999.5,2.4,3,14.2,12.1,163.1,196.7,848.1,1198.5,165.8,167.5,220.6,112.9,160.8,141.4,142.8,185.7,189.4,104.4,144.7,199.9,202,272.5,277.8,123.4,184.3,94.8,79.4,113.3,24.8,3.5,30.7,102.6,20.1,20.3,26.9,27.6,0,0,12.2,19.2,0,1.2,13.8,21.7,99.8,111.4,16.7,16.9,26.7,27.2,0,0,7.1,49.5,1.1,0.9,41.6,54.4,210.8,348.8,44.2,44.8,62.7,64,26.6,54.8,18.1,Cambodia,KHM,5.4,32.1,2.4,26.7,2.7,4.8,0.39,89.7,2.7,26,91,2nd,21.6,8.7,Breast,Medium,2nd,No data,Breast,Liver,Liver,Liver,No data,198.9,6606.1,National,FCTC party,Graphic warning labels,93,Not introduced,None,0.13,9958.8,Registration activity,No coverage,Data not featured,13.5,0.5,1,Non-participant
Canada,CAN,7.2,12.7,8.5,3.9,29.5,29.3,12.4,9,1.6,6.4,0.078,1st,31.1,29.3,Breast,Very high,1st,4.07,Breast,Lung,Prostate,Lung,Regional high quality data,1148.3,98903.2,No program,FCTC party,Graphic warning labels,69,Introduced,None,1.16,0,High quality PBCR,High,28.7,5.7,No data,22,Global Relay For Life Participant,Montana,196.1,13593,6933023,2.4,11.8,175.4,939.1,0,2.5,13,10.7,167,183.7,815.4,1081.7,159.9,158.6,137,114.9,202.6,140.1,138.8,0,0,101.3,164.6,185.6,184.3,0,0,0,256.1,114.9,106.8,124.1,26.2,3.8,31.7,97.9,20.4,20.3,0,0,0,17.3,0,17.2,0,0,14.4,18.3,75.3,88.5,13.6,13.5,0,0,0,24.7,0,52.4,0,0,40,46.9,233.3,299.3,42.6,42.2,0,0,0,59.8,25.6,Canada,CAN,7.2,12.7,8.5,3.9,29.5,29.3,12.4,9,1.6,6.4,0.078,1st,31.1,29.3,Breast,Very high,1st,4.07,Breast,Lung,Prostate,Lung,Regional high quality data,1148.3,98903.2,No program,FCTC party,Graphic warning labels,69,Introduced,None,1.16,0,High quality PBCR,High,28.7,5.7,No data,22,Global Relay For Life Participant
Central African Republic,CAF,4,11.6,1.4,25.5,3.7,10.9,1.1,90.9,5.1,57,98,3rd-4th,3,1.6,Breast,Low,5th-10th,No data,Breast,Breast,Prostate,Prostate,No data,110.8,1341.1,No program,FCTC party,No graphic warning labels,47,Not introduced,None,0,4297.6,No information,No coverage,Data not featured,19.2,4,0,Non-participant,Oklahoma,209.4,54930,26229144,2.4,16.3,238.9,1040.5,1.9,2.9,18.6,14.1,209.8,269.2,855.6,1279.4,190.2,192.6,222.1,122.1,194.2,159,160.8,181.4,182.5,127.1,162.3,232.7,236,286.9,289.5,116.5,237.8,103.6,90.9,119.4,27.8,4.3,38.4,107.7,23.2,23.5,34.7,35,12.2,19.5,11.7,19.3,1.8,2.3,18.7,27,79.8,111,17.1,17.2,23.2,23.4,11.4,22.5,13.2,65.2,1.4,1.2,60.6,88.7,256.6,436.7,59.4,60.5,59.7,60.1,32.1,57.3,19.8,Afghanistan,AFG,5.859354839,19.61419355,6.615483871,22.97935484,9.55483871,14.05032258,1.979354839,32.01333333,3.409032258,57,98,3rd-4th,3,1.6,Breast,Low,5th-10th,No data,Breast,Breast,Prostate,Prostate,No data,110.8,1341.1,No program,FCTC party,No graphic warning labels,47,Not introduced,None,0,4297.6,No information,No coverage,Data not featured,19.2,4,0,Non-participant
Chad,TCD,5.3,11.5,1.9,24.3,3.1,8.9,0.71,90.4,6.3,66,96,3rd-4th,2,1.2,Breast,Low,5th-10th,No data,Breast,Breast,Prostate,Prostate,No data,128.9,3112,No program,FCTC party,Graphic warning labels,41,Not introduced,None,0,6021,No information,No coverage,Data not featured,19.3,1.3,3,Non-participant,Nevada,167.9,31758,18912307,1.9,13.4,183.7,944.2,1.8,2.1,14.1,12.7,171.4,196,814.8,1089,178.5,188.5,173.9,104.9,108.2,156,165.8,148.3,153,90.9,91.1,206.1,216.2,209.4,215.3,125.5,131.9,98.8,83.1,119.6,24.6,3.6,35.7,108,23.7,25.5,27.7,28.9,15.8,0,10.6,16.7,1.2,1.7,15.5,22.5,80.6,106.2,17.7,18.5,21.4,21.9,11.4,0,11.5,48.5,1,1.1,43.8,52,263.7,325.9,52.1,56,44.7,46.1,23.4,27.8,20.4,Chad,TCD,5.3,11.5,1.9,24.3,3.1,8.9,0.71,90.4,6.3,66,96,3rd-4th,2,1.2,Breast,Low,5th-10th,No data,Breast,Breast,Prostate,Prostate,No data,128.9,3112,No program,FCTC party,Graphic warning labels,41,Not introduced,None,0,6021,No information,No coverage,Data not featured,19.3,1.3,3,Non-participant
Chile,CHL,4.7,28.3,24.2,14.1,24.9,31,2.5,21,1.8,21,7.5,1st,17,10.6,Breast,Very high,1st,4.6,Breast,Breast,Prostate,Stomach,Regional high quality data,512.1,21026,No program,FCTC party,Graphic warning labels,93,Introduced,None,0.94,0,High quality PBCR,High,Data not featured,12.2,0.6,4,Non-participant,New York,183.2,248572,135716524,2.4,14.3,182.4,942.9,2.2,2.6,15.6,13,171.2,194.4,815.9,1121.7,167.6,169.2,163.2,97.2,45.4,147.4,149.9,140.4,154.6,78.3,41.7,197.8,198,205.9,225.6,121.6,51.6,119.3,99.4,152.2,26.8,4.2,34.1,104.1,21.9,22.1,25.4,28.2,9.2,3.8,15.2,17.4,1.3,1.6,13.4,18.5,84.4,103,15.3,15.2,17.4,19,10.5,4.5,13.1,47.2,1.5,1.3,40.9,53.7,208.3,309.1,44.7,46.7,35.6,39.2,23.3,13.8,21,Chile,CHL,4.7,28.3,24.2,14.1,24.9,31,2.5,21,1.8,21,7.5,1st,17,10.6,Breast,Very high,1st,4.6,Breast,Breast,Prostate,Stomach,Regional high quality data,512.1,21026,No program,FCTC party,Graphic warning labels,93,Introduced,None,0.94,0,High quality PBCR,High,Data not featured,12.2,0.6,4,Non-participant
China,CHN,4.4,44.8,2,24.2,5.9,6.5,0.36,46.2,1.6,53,32,2nd,47.8,22.8,Breast,High,2nd,0.31,Breast,Lung,Lung,Lung,Regional high quality data,377.6,1969851.5,National,FCTC party,No graphic warning labels,99,Not introduced,Pilot,0.38,651867.3,High quality PBCR,Low,124.2,10.7,No data,15,Non-participant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,China,CHN,4.4,44.8,2,24.2,5.9,6.5,0.36,46.2,1.6,53,32,2nd,47.8,22.8,Breast,High,2nd,0.31,Breast,Lung,Lung,Lung,Regional high quality data,377.6,1969851.5,National,FCTC party,No graphic warning labels,99,Not introduced,Pilot,0.38,651867.3,High quality PBCR,Low,124.2,10.7,No data,15,Non-participant
Colombia,COL,3.8,11.1,4.3,16.7,17.6,26.6,3.3,62,1.9,17,6.8,1st,12.7,8.1,Breast,High,1st,3.3,Breast,Breast,Prostate,Stomach,Regional high quality data,407.8,37475.6,National,FCTC party,Graphic warning labels,92,Introduced,Pilot,0.88,0,High quality PBCR,Medium,Data not featured,12.7,0.5,11,Non-participant,North Dakota,189.1,8990,4754903,2.1,10,165.4,981.7,0,0,10.3,9.8,151.3,178.9,805,1210.6,156.8,156.4,0,0,238.4,129.8,129.7,0,0,0,215.3,194.1,193.4,0,0,0,271.5,108.5,0,163.7,26.6,2.4,28.9,110.7,19.7,19.7,0,0,0,27.4,0,19.5,0,0,14.3,19,90.1,118,15.9,15.9,0,0,0,25.3,0,47.7,0,0,36.6,45.6,185.6,342.6,39.8,39.7,0,0,0,87.5,0,Puerto Rico,PRI,No data,No data,No data,8.4,No data,No data,3,No data,2.5,17,6.8,1st,12.7,8.1,Breast,High,1st,3.3,Breast,Breast,Prostate,Stomach,Regional high quality data,407.8,37475.6,National,FCTC party,Graphic warning labels,92,Introduced,Pilot,0.88,0,High quality PBCR,Medium,Data not featured,12.7,0.5,11,Non-participant
Comoros,COM,1.3,19,4.3,38.9,3.3,12.2,0.53,79.4,4.6,21,76,3rd-4th,0.38,No data,Other,Low,5th-10th,No data,Cervix uteri,Cervix uteri,Prostate,Prostate,No data,166.3,298.7,No program,FCTC party,No graphic warning labels,91,Not introduced,None,0,293.6,No information,No coverage,Data not featured,50.9,0.05,1,Non-participant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Comoros,COM,1.3,19,4.3,38.9,3.3,12.2,0.53,79.4,4.6,21,76,3rd-4th,0.38,No data,Other,Low,5th-10th,No data,Cervix uteri,Cervix uteri,Prostate,Prostate,No data,166.3,298.7,No program,FCTC party,No graphic warning labels,91,Not introduced,None,0,293.6,No information,No coverage,Data not featured,50.9,0.05,1,Non-participant
Congo,COG,4,30.5,1.1,27.2,5.5,13.5,1.6,86.2,4.9,47,63,3rd-4th,3.4,1.5,Breast,Medium,5th-10th,No data,Breast,Cervix uteri,Prostate,Prostate,No data,143.5,1851.1,Pilot,FCTC party,Graphic warning labels,69,Not introduced,None,0,3711.6,PBCR,No coverage,Data not featured,17.5,3.1,5,Non-participant,New Jersey,189.9,116836,61521555,2.1,14.4,174.8,999.6,1.9,2.2,16,12.8,167.2,182.8,872.7,1176.8,170.8,176.4,189.7,81.1,47.6,150.9,156.6,161.1,170.5,71.7,48.9,201.4,207.1,240.5,255.9,93.7,46,105.2,89.4,128.8,30.3,4.7,36.7,119.5,24,25.1,30.5,32.6,11.6,0,12.9,18.8,1.3,1.5,13.7,19.5,92.4,113.4,16.4,16.8,21.3,22.7,8,0,11,47.5,1.4,1.3,37.3,48.5,216.6,317.5,43.9,46.4,42.8,45.4,17.7,12,17.9,Congo,COG,4,30.5,1.1,27.2,5.5,13.5,1.6,86.2,4.9,47,63,3rd-4th,3.4,1.5,Breast,Medium,5th-10th,No data,Breast,Cervix uteri,Prostate,Prostate,No data,143.5,1851.1,Pilot,FCTC party,Graphic warning labels,69,Not introduced,None,0,3711.6,PBCR,No coverage,Data not featured,17.5,3.1,5,Non-participant
Cook Islands,COK,No data,No data,16.4,No data,52.6,59.2,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No program,FCTC party,Graphic warning labels,99,Introduced,None,No data,0,Registration activity,Medium,Data not featured,No data,No data,0,Non-participant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cook Islands,COK,No data,No data,16.4,No data,52.6,59.2,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No program,FCTC party,Graphic warning labels,99,Introduced,None,No data,0,Registration activity,Medium,Data not featured,No data,No data,0,Non-participant
Costa Rica,CRI,4,8.7,2.9,15,21.1,30.4,2.2,50.6,1.9,16,6.5,1st,9.5,3.9,Breast,High,1st,2.4,Breast,Breast,Prostate,Stomach,National high quality data,487.4,5372,No program,FCTC party,Graphic warning labels,97,Introduced,None,0.62,0,High quality PBCR,Medium,Data not featured,11.2,0.4,6,Non-participant,Ohio,217.8,175847,80741243,2,16.9,220.2,1061.6,1.9,2,18.4,15.4,197.6,244,895.1,1288.3,185.3,186,218,98.7,55.5,157.9,158.6,181.6,182.7,90.5,41.6,224.6,225.4,276.7,278.3,110.9,74.6,97,76.3,123.4,30.3,4.5,38,114.5,23.2,23.4,31.1,31.4,11.9,0,9.5,20.2,1.4,1.8,15.3,22.5,90.4,117.4,17,17.1,21.4,21.5,8.3,0,9.7,64.2,2.2,2.1,54.2,80.3,250.6,407.9,54.8,55.1,62.9,63.3,25.4,21.5,18.5,Tokelau,TKL,No data,No data,No data,No data,No data,No data,No data,No data,No data,16,6.5,1st,9.5,3.9,Breast,High,1st,2.4,Breast,Breast,Prostate,Stomach,National high quality data,487.4,5372,No program,FCTC party,Graphic warning labels,97,Introduced,None,0.62,0,High quality PBCR,Medium,Data not featured,11.2,0.4,6,Non-participant
Côte d'Ivoire,CIV,6.6,14.2,1.4,31.6,5.8,15.2,0.39,92.1,5.1,26,81,5th+,3.4,1.4,Breast,Low,5th-10th,No data,Breast,Cervix uteri,Prostate,Prostate,Case samples from registries,166.9,5252.4,Pilot,FCTC party,No graphic warning labels,84,Not introduced,None,0,20146.5,PBCR,No coverage,0.3,28.6,2.8,9,Non-participant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Côte d'Ivoire,CIV,6.6,14.2,1.4,31.6,5.8,15.2,0.39,92.1,5.1,26,81,5th+,3.4,1.4,Breast,Low,5th-10th,No data,Breast,Cervix uteri,Prostate,Prostate,Case samples from registries,166.9,5252.4,Pilot,FCTC party,No graphic warning labels,84,Not introduced,None,0,20146.5,PBCR,No coverage,0.3,28.6,2.8,9,Non-participant
Croatia,HRV,9.2,31.8,23.4,7.5,24.1,24.5,8,No data,1.5,18,11,1st,50.9,18,Breast,Very high,1st,No data,Breast,Breast,Prostate,Lung,National high quality data,769.8,11061.6,No program,FCTC party,Graphic warning labels,94,Introduced,None,0.67,0,High quality PBCR,High,Data not featured,7.9,No data,2,Non-participant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Croatia,HRV,9.2,31.8,23.4,7.5,24.1,24.5,8,No data,1.5,18,11,1st,50.9,18,Breast,Very high,1st,No data,Breast,Breast,Prostate,Lung,National high quality data,769.8,11061.6,No program,FCTC party,Graphic warning labels,94,Introduced,None,0.67,0,High quality PBCR,High,Data not featured,7.9,No data,2,Non-participant
Cuba,CUB,5.7,34.6,13.3,8.4,18.9,30.3,1.4,30.9,1.7,20,2.1,1st,38.7,24.1,Breast,High,1st,No data,Breast,Lung,Prostate,Lung,National high quality data,516.8,20716.6,No program,Not FCTC party,No graphic warning labels,99,Not introduced,None,0.4,21013.6,PBCR,High,Data not featured,14.6,0.4,3,Non-participant,Oregon,199.1,53430,26832116,2.4,13.4,191.3,1001.4,2.2,2.5,14.4,12.3,175.3,208.1,866,1169.2,173.7,175.5,200.8,118,138.7,151,152.6,161.7,168.8,101.8,125.5,204.8,206.9,246.2,252.7,142.1,156,108.6,91.2,129.9,26.2,3.3,34,101.3,21.3,21.6,24.5,26,9.9,14.4,11.5,17.7,1.4,1.3,13.8,19.8,82.7,97.5,15.3,15.4,23.8,24.6,12.7,14.2,10.9,53.8,0.9,1,41.9,53.4,250.7,329.6,47.2,48,55.3,57.1,29.9,37.2,20.5,Cuba,CUB,5.7,34.6,13.3,8.4,18.9,30.3,1.4,30.9,1.7,20,2.1,1st,38.7,24.1,Breast,High,1st,No data,Breast,Lung,Prostate,Lung,National high quality data,516.8,20716.6,No program,Not FCTC party,No graphic warning labels,99,Not introduced,None,0.4,21013.6,PBCR,High,Data not featured,14.6,0.4,3,Non-participant
Cyprus,CYP,4.8,37.5,14.5,5.4,21.9,21.6,4.5,No data,1.4,17,0.59,1st,41,8.4,Breast,Very high,1st,No data,Breast,Breast,Prostate,Lung,No data,743.2,2548.8,No program,FCTC party,Graphic warning labels,97,Introduced,None,1.04,0,High quality PBCR,Low,Data not featured,5.7,0.1,2,Non-participant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cyprus,CYP,4.8,37.5,14.5,5.4,21.9,21.6,4.5,No data,1.4,17,0.59,1st,41,8.4,Breast,Very high,1st,No data,Breast,Breast,Prostate,Lung,No data,743.2,2548.8,No program,FCTC party,Graphic warning labels,97,Introduced,None,1.04,0,High quality PBCR,Low,Data not featured,5.7,0.1,2,Non-participant
